Compound Name,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio
560,C11H10N2O2S,235.0539,12.75,0.99,0.938,1/1
561,C24H28N8O2,461.2417,12.58,1.07,0.406,1/1
562,C17H12BrFN2O3,391.0094,20.71,0.98,0.857,1/1
563,C34H36FN5O2,566.2912,25.38,0.78,0.005,1/1
564,C23H27N7O3S2,514.1702,6.27,1.06,0.027,1/1
565,C22H30N4O6,447.2248,21.25,1,0.942,1/1
566,C18H13ClF6N2O3,455.0601,31.41,0.92,0.492,1/1
567,C19H21F3N6,391.1858,4.53,0.89,0.125,1/1
568,C22H20Br2N2O2,504.9956,31.67,0.94,0.591,1/1
569,C23H24N6,385.214,10.49,0.93,0.275,1/1
570,C18H17N3O4S,372.102,4.87,0.95,0.322,1/1
571,C21H27N3O3,370.2129,14.1,0.91,0.17,1/1
572,C25H28Cl2N4O2,487.1672,4.14,0.9,0.173,1/1
573,C16H14BrN3O2,360.0348,7.85,1.08,0.026,1/1
574,C21H19FN4O,363.1621,21.98,0.96,0.344,1/1
575,C23H17FN6O2,429.1478,17.68,0.97,0.732,1/1
576,C21H19F4N7,446.1722,5.74,1.07,0.277,1/1
577,C20H15NO3,318.1131,21.31,0.97,0.658,1/1
578,C13H20Cl2N2,275.108,3.71,0.96,0.228,1/1
579,C20H23ClFNO,348.153,13.39,1.01,0.929,1/1
580,C21H21N5,344.1876,4.65,1.04,0.449,1/1
581,C21H16FN3OS,378.1078,4.04,1.06,0.273,1/1
582,C18H17N5O3S,384.1131,8.11,1.23,0.002,1/1
583,C16H12F3NOS,324.0671,29.25,0.93,0.593,1/1
584,C16H13NO2,252.1023,25.44,0.91,0.112,1/1
585,C16H13ClFN3O2,334.0759,6.89,0.64,0.001,1/2
586,C23H28N8OS,465.2192,5.48,0.71,0.001,1/1
587,C21H18FN5O,376.1574,21.96,1.06,0.211,1/1
588,C26H34N2O5Si,483.2316,32.33,0.99,0.838,1/1
589,C15H18BrN7,376.0887,3.63,0.99,0.65,1/1
590,C12H11ClN2O2S,283.0306,26.01,1.03,0.221,1/1
591,C16H15NO2,254.118,31.97,1.27,0.197,1/1
592,C23H23F3N2O4,449.1692,29.21,0.95,0.4,1/1
593,C17H15FN2O3,315.1142,14.48,1.03,0.536,1/1
594,C32H38ClN3O2,532.2739,19.98,1.07,0.508,1/1
595,C19H15Br2N3O3,493.9543,27.1,0.97,0.433,1/1
596,C20H21N3O2,336.171,7.29,1.01,0.859,1/1
597,C16H16F3N3O3,356.122,31.16,0.91,0.298,1/1
598,C20H31N3O2S2,410.1935,32.33,0.96,0.659,1/1
599,C17H18N2O4,315.1343,4.17,0.99,0.726,1/1
600,C24H27N5O3,434.2195,15.14,0.99,0.906,1/1
601,C20H21NO4S,372.127,27.18,0.84,0.045,1/1
602,C18H22N2O,283.1808,10.13,0.83,0.012,1/1
603,C10H8BrN5OS,325.9712,5.34,1.01,0.788,1/1
604,C18H15Cl4N3OS,463.9745,29.68,0.91,0.151,1/1
605,C16H15NO7S,366.0647,15.99,0.94,0.679,1/1
606,C13H12N4O2S2,321.048,10.72,0.82,0.017,1/1
607,C22H20N2O5S,425.1172,12.86,1.01,0.853,1/1
608,C16H14N2O4,299.1029,23.06,0.98,0.685,1/1
609,C24H25ClFN5O3,486.1712,4.75,1.01,0.932,1/1
610,C21H20F3N7O3S,508.1386,6.38,1.02,0.51,1/1
611,C25H30N6O,431.2563,4.96,1.12,0.22,1/1
612,C25H27FN4O3,451.215,10.91,1.05,0.531,1/1
613,C17H15BrF2N4O3,441.038,8.8,1.05,0.134,1/1
614,C23H25NO,332.2011,13.54,0.71,0.023,1/1
615,C17H15NO3,282.1127,11.65,0.98,0.833,1/1
616,C43H69NO12,792.491,31.72,1.02,0.886,1/1
617,C23H18N4O3,399.1458,4.45,0.98,0.618,1/1
618,C18H17N5O3,352.1411,3.64,1.03,0.606,1/1
619,C11H14N4S,235.1015,5.44,0.71,0.095,1/1
620,C24H18F3N3O4,470.133,15.85,1.01,0.868,1/1
621,C22H19N5O,370.167,3.29,0.94,0.174,1/1
622,C18H21N5O2S,372.1496,3.87,1.14,0.105,1/1
623,C20H19ClFN5OS,432.1065,4.83,1.31,0.002,1/1
624,C17H17N7,320.1624,8.27,0.99,0.757,1/1
625,C15H14N2O,239.118,27.67,1.01,0.946,1/1
626,C25H23N7OS,470.177,14.32,1.18,0.067,1/1
627,C17H14ClF2N3O3S,414.0492,23.29,0.97,0.537,1/1
628,C18H16N2OS,309.1058,30.86,0.92,0.159,1/1
629,C23H28N4O2,393.2289,12.6,1.19,0.017,1/1
630,C19H20N4O2,359.1477,28.14,1.01,0.774,1/1
631,C19H18F3N3O6,442.123,21.08,1.07,0.315,1/1
632,C22H18N4O2S3,467.0676,28.04,0.85,0.026,1/1
633,C27H30ClN7O2,520.2235,12.83,1.08,0.319,1/1
634,C24H25F3N6S,487.1896,4.62,1.05,0.31,1/1
635,C19H19N5OS,366.139,26.53,1.1,0.046,1/1
636,C25H20N4O2S2,473.1112,28.69,0.92,0.02,1/1
637,C16H13F3N4O,335.1119,20.41,0.98,0.743,1/1
638,C14H16N2O2S,299.0829,12.71,1.78,0.004,2/1
639,C19H26N6O,355.2246,9.12,1.08,0.217,1/1
640,C17H15N5O,306.1353,6.47,1,0.945,1/1
641,C25H30N4O2,419.2447,6.31,0.89,0.001,1/1
642,C17H21ClN4O3S2,429.0825,5.21,1.11,0.043,1/1
643,C19H24N8,365.2204,3.17,1.13,0.035,1/1
644,C28H30F3N7O3,570.2449,13.2,1.14,0.082,1/1
645,C26H21F3N4O4,511.1598,26.94,1.17,0.003,1/1
646,C25H27N7O3S2,538.1702,13.65,1.08,0.038,1/1
647,C21H21N3O2S,380.1434,14.8,0.97,0.701,1/1
648,C15H22N2O3,279.1707,9.48,0.72,0,1/1
649,C30H40ClN7O3S,614.269,9.16,0.95,0.37,1/1
650,C17H18BrN3O4S,440.0284,20.95,1,0.99,1/1
651,C29H31F3N6O3,569.2495,13.29,1.18,0.006,1/1
652,C14H7F6N3O,348.057,27.85,0.96,0.577,1/1
653,C16H14ClN3O2,316.0853,7.21,1.03,0.085,1/1
654,C18H18N4O3S2,403.09,5.82,1.03,0.632,1/1
655,C20H27N7O3S,446.1979,6.58,1.21,0,1/1
656,C21H19N5O2S,406.1337,31.83,0.98,0.735,1/1
657,C23H21N5O3,416.1723,6.26,1.08,0.008,1/1
658,C18H17ClN2O3S,377.0728,27.62,1.01,0.902,1/1
659,C19H17N3O2S2,384.0841,24.53,1.06,0.016,1/1
660,C34H37N5O4,580.2931,28.11,0.92,0.163,1/1
661,C19H18ClN5OS,400.1,15.3,0.81,0.006,1/1
662,C20H12N2O3S,383.0467,12.77,0.95,0.147,1/1
663,C22H22FN3O3,396.1724,10.12,0.99,0.819,1/1
664,C24H19N3O6,446.1356,31.11,0.91,0.177,1/1
665,C27H28N4O2,441.2295,6.5,1,0.847,1/1
666,C26H19F3N4O,461.1593,25.84,0.98,0.601,1/1
667,C29H27N7O4S,570.1933,3.56,1.03,0.436,1/1
668,C17H14ClF2IN2O2,478.9843,31.21,0.94,0.498,1/1
669,C12H9ClN2O4,281.0327,18.21,1.07,0.335,1/1
670,C27H31N7O2,486.2623,3.91,0.85,0.003,1/1
671,C22H25N3O3,380.1975,3.48,1.09,0.039,1/1
672,C19H23N9O,394.2106,5.17,1.01,0.617,1/1
673,C18H16N4O3S,369.1023,22.19,1.03,0.67,1/1
674,C19H23N5O3,370.188,21.36,0.96,0.406,1/1
675,C23H28N4O4S,457.1914,26.58,1.04,0.015,1/1
676,C27H40N8O7,589.3107,4.78,0.99,0.771,1/1
677,C13H8N6,249.0887,3.61,1,0.969,1/1
678,C18H12Cl2N4O4S,451.0042,30.33,0.98,0.752,1/1
679,C22H15Br2N3O4,545.9497,31.49,1.03,0.877,1/1
680,C37H61N7O2,636.4969,3.49,0.57,0.006,1/2
681,C28H36N2O4S,497.2482,31.83,0.92,0.278,1/1
682,C23H25N3O3S,424.1695,16.21,1.02,0.71,1/1
683,C23H24FN9O,462.2169,22.12,1.11,0.439,1/1
684,C20H20N4O,333.1702,32.25,0.95,0.435,1/1
685,C21H16Cl2N4OS,443.0504,31.26,0.9,0.001,1/1
686,C29H23N5O3S,522.1602,23.33,1.05,0.188,1/1
687,C19H23N7O2,382.1992,3.41,0.97,0.713,1/1
688,C26H43N5O7,538.3246,16.75,0.78,0,1/1
689,C17H12N2O2,299.0796,14,0.82,0,1/1
690,C22H21ClN2O3,397.132,13.23,0.99,0.86,1/1
691,C6H7N5,150.0777,0.5,1.02,0.591,1/1
692,C28H34N2O,415.2749,18.77,1.04,0.591,1/1
693,C7H5N5S2,224.0063,5.35,0.97,0.669,1/1
694,C12H15N3O2,234.124,0.48,1.01,0.888,1/1
695,C26H31N3O5,466.2348,7.44,1.13,0.002,1/1
696,C25H17F2N5O3S,506.1106,16.41,1.11,0.038,1/1
697,C18H18N4,291.1607,0.5,0.91,0.026,1/1
698,C25H31N5O4,466.2458,8.67,0.99,0.254,1/1
699,C13H14ClN3O2,280.0852,6.63,0.84,0.026,1/1
700,C15H13N5OS,312.0918,5.66,1.01,0.839,1/1
701,C25H32N4O,405.2655,3.34,1.22,0.035,1/1
702,C23H26FN6O9P,581.157,6.49,1.06,0.15,1/1
703,C26H29ClN2O4S,501.1618,21.92,0.92,0.289,1/1
704,C19H18N2O4S,371.1067,24.3,0.88,0.01,1/1
705,C28H30N6OS,499.2284,3.83,0.89,0.038,1/1
706,C26H31BrN8O,551.1891,3.91,0.97,0.615,1/1
707,C29H31F3N2O3,513.2369,21.57,0.79,0.119,1/1
708,C24H20F3N5O,452.1701,17.32,1.01,0.639,1/1
709,C18H15ClN6OS2,431.0519,10.3,1.02,0.803,1/1
710,C21H20ClF2O4S,442.0813,26.05,1.17,0.003,1/1
711,C15H19N7O3S,378.135,5.6,1.05,0.363,1/1
712,C31H33N3O5,528.2506,7.79,1.06,0.025,1/1
713,C20H22F3N5O,406.1855,4.33,0.84,0.029,1/1
714,C24H29N3O2,392.2338,8.9,0.94,0.27,1/1
715,C19H12N2O2Cl2,371.0355,28.84,0.96,0.717,1/1
716,C23H25ClFN7O,470.1877,11.52,1.07,0.119,1/1
717,C15H14F2N4S,321.0986,3.94,1.01,0.823,1/1
718,C14H12N4OS,285.0808,3.46,1.27,0.026,1/1
719,C21H18Cl2N2O4,433.0725,31.21,0.95,0.611,1/1
720,C25H33N7O2,464.2778,3.69,1.03,0.623,1/1
721,C25H25BrN6O2,521.1309,11.36,1.07,0.31,1/1
722,C19H20FN5,338.178,5.67,0.98,0.707,1/1
723,C9H7ClFN5O2,272.0349,14.77,1.07,0.488,1/1
724,C23H21Cl2FN4O3,491.106,13.07,1.02,0.721,1/1
725,C20H17Cl2N9O2,486.0967,7.72,0.95,0.047,1/1
726,C25H30N2O5,439.2235,30.7,0.99,0.79,1/1
727,C18H25N5S2,376.1631,9.3,0.86,0.127,1/1
728,C25H22N2O2,383.1757,28.18,0.95,0.302,1/1
729,C29H27F3N6O,533.228,18.1,1.27,0.004,1/1
730,C28H41N7O3,524.3355,13.16,0.92,0.252,1/1
731,C19H24N2S,313.1746,4.77,0.95,0.17,1/1
732,C18H34N2O6S,407.2218,0.71,0.26,0,1/4
733,C20H23N,278.1907,12.4,0.55,0,1/2
734,C25H37NO4,416.2801,14.59,0.92,0.142,1/1
735,C18H26ClN3O3,368.1742,0.52,1.26,0.266,1/1
736,C25H24FNO4,422.177,6.1,0.92,0.018,1/1
737,C16H21N5O2,316.1774,0.54,1,0.999,1/1
738,C15H13NO3,256.0972,3.86,1.09,0.109,1/1
739,C19H17N5O2,348.146,3.27,1.03,0.755,1/1
740,C14H17N3O2S,292.1118,3.23,2.31,0.001,2/1
741,C27H31N7OS,502.2373,15,0.94,0.477,1/1
742,C22H18N6,367.1673,9.99,1.09,0.359,1/1
743,C22H24BrFN4O2,475.1151,20.69,0.91,0.017,1/1
744,C17H19N3O,282.1605,11.02,0.99,0.969,1/1
745,C15H24N2O4S,329.1535,3.22,0.96,0.599,1/1
746,C24H30O6,415.212,22.76,0.9,0.076,1/1
747,C24H30O6,415.212,11.51,0.93,0.451,1/1
748,C19H18N2O4S,371.1068,23.37,0.95,0.059,1/1
749,C46H62N4O11,847.4477,27.12,1.11,0.072,1/1
750,C16H25NO4,296.1843,5.25,0.93,0.184,1/1
751,C17H25N3O2,304.2024,3.13,0.91,0.155,1/1
752,C22H22N2O4,379.1652,27.78,1.03,0.637,1/1
753,C18H20FN5O4,390.1563,16.06,1.14,0.131,1/1
754,C13H16N4O,245.1401,3.2,0.84,0.029,1/1
755,C13H16N4O,245.14,4.52,1.11,0.067,1/1
756,C10H17NOS,200.1108,0.7,0.98,0.587,1/1
757,C21H30Cl2N2O5,461.1615,27.91,0.89,0.124,1/1
758,C20H30N4O2,359.2447,3.27,1.75,0.002,2/1
759,C18H23NO3,302.1755,0.74,1.01,0.84,1/1
760,C16H25NO4S,328.1582,0.7,0.97,0.527,1/1
761,C26H30N6O3,475.2462,3.78,1.07,0.341,1/1
762,C24H29ClN6OS,485.1903,8.34,0.92,0.098,1/1
763,C31H38N6O2,527.3142,8.09,0.91,0.005,1/1
764,C31H38N6O2,527.3141,9.86,1.06,0.189,1/1
765,C27H31FN6OS,507.2349,3.92,0.98,0.412,1/1
766,C18H11N3O2S,334.065,4.51,1.02,0.661,1/1
767,C15H15N7O,310.1415,4.2,0.97,0.676,1/1
768,C27H32N6,441.2756,10.66,1.47,0.025,1/1
769,C24H18FN3O2,400.1474,4.02,0.23,0,1/4
770,C12H7N3O2S,258.0336,6.29,1.09,0.042,1/1
771,C15H20BrN3O,338.0868,0.42,0.99,0.79,1/1
772,C18H21N3O2,312.171,15.48,2.02,0.436,2/1
773,C14H16N2O,229.1339,0.43,1.12,0.335,1/1
774,C17H17N3O2,296.1398,0.55,1.02,0.781,1/1
775,C25H27NO2,374.2121,18.6,1.08,0.213,1/1
776,C18H13N3OS2,352.058,5.79,1.06,0.073,1/1
777,C18H17NO4,312.1234,20.7,0.92,0.618,1/1
778,C21H23N3O5,398.1715,0.67,1.01,0.897,1/1
779,C13H16N4O2,261.1352,0.67,1.17,0.409,1/1
780,C19H20N2O2,309.1601,5.31,1.14,0.116,1/1
781,C21H24N4O2,365.1967,7.11,1.07,0.108,1/1
782,C24H23N3O5,434.1718,18.19,0.98,0.761,1/1
783,C21H15F4N5O2S,478.0963,26.88,0.93,0.428,1/1
784,C37H40N2O6,609.2975,3.84,1.04,0.493,1/1
785,C21H20N4O3,377.1609,21.99,1.02,0.623,1/1
786,C26H33NO2,392.2588,28.79,0.22,0.353,1/4
787,C28H36O6,469.2562,18.42,1.18,0.168,1/1
788,C18H18N2O3,311.1388,6.75,1.02,0.756,1/1
789,C11H12N2O2,205.0974,0.56,1.05,0.425,1/1
790,C26H24ClN3O3,462.1587,14.67,1.16,0.003,1/1
791,C14H10F3N5O2,338.0864,15.35,0.97,0.717,1/1
792,C16H10N2O2,263.0818,10.43,0.84,0.098,1/1
793,C16H10N2O2,263.0819,20.88,0.25,0.172,1/4
794,C17H11F6N7O,444.1012,24.53,0.95,0.164,1/1
795,C23H21N5O3S,448.1449,5.66,1.25,0,1/1
796,C22H29N7O5,472.2297,16.61,0.42,0.001,1/2
797,C9H14N4O3,227.1139,10.94,1,0.968,1/1
798,C15H12N2O,237.1025,21.95,0.95,0.386,1/1
799,C34H36FN5O2,566.2939,7.62,0.71,0.121,1/1
800,C28H25FN6O3,513.2059,8.68,0.99,0.826,1/1
801,C23H24N6,385.2121,21.04,1.11,0.147,1/1
802,C17H18N2O4,315.1343,9.78,0.77,0.383,1/1
803,C24H27N5O3,434.219,5.99,1.02,0.464,1/1
804,C18H22N2O,283.1809,9.64,0.77,0.018,1/1
805,C24H25ClFN5O3,486.1712,4.03,0.95,0.253,1/1
806,C22H21N3O3S,408.136,19.74,1.07,0.5,1/1
807,C22H21N3O3S,408.1384,28.56,0.95,0.367,1/1
808,C23H28N4O2,393.2272,9.13,0.87,0.223,1/1
809,C23H20N6O,397.1758,10.05,1.01,0.813,1/1
810,C23H20N6O,397.1779,3.72,1.15,0.082,1/1
811,C19H16N2O5,353.1138,26,0.99,0.861,1/1
812,C25H31N5O4,466.246,9.43,0.91,0.156,1/1
813,C21H26N2S2,371.1609,9.24,0.88,0.014,1/1
814,C24H25F3N6S,487.187,8.59,0.94,0.255,1/1
815,C24H25F3N6S,487.1904,19.63,1.09,0.262,1/1
816,C27H27N5O2,454.2239,10.79,1.01,0.85,1/1
817,C19H16N2O2S2,369.0734,24.33,0.95,0.424,1/1
818,C12H11NO3,218.0816,6.5,1.05,0.185,1/1
819,C21H21N3O2S,380.1434,10.41,1.05,0.441,1/1
820,C24H19N3O6,446.1356,30.01,0.92,0.155,1/1
821,C27H31N7O2,486.2621,16.48,1,0.997,1/1
822,C22H25N3O3,380.1974,15.83,0.98,0.745,1/1
823,C19H23N9O,394.2114,12.03,1.02,0.596,1/1
824,C18H12Cl2N4O4S,451.0038,31.38,0.98,0.855,1/1
825,C26H35N7O2S,510.2624,7.52,0.96,0.613,1/1
826,C26H35N7O2S,510.2628,19.78,0.99,0.893,1/1
827,C28H30N6OS,499.2258,8.71,0.81,0.067,1/1
828,C28H30N6OS,499.2258,10.85,0.87,0.154,1/1
829,C24H20F3N5O,452.1686,28.92,0.91,0.127,1/1
830,C18H15ClN6OS2,431.0498,13.37,0.95,0.44,1/1
831,C15H19N7O3S,378.136,13.57,0.53,0.312,1/2
832,C24H29N3O2,392.2339,7.03,1,0.931,1/1
833,C19H19NOS,310.1254,7.59,1.06,0.204,1/1
834,C15H15NO2,242.1175,25.13,0.99,0.853,1/1
835,C15H15NO2,242.1179,26.45,1.05,0.561,1/1
836,C24H26BrN3O3,484.1236,11.81,1.01,0.899,1/1
